transaction_id,account_id,amount,transaction_type,timestamp,location
TXN202600123,ACC1008,48649.57,DEBIT,2026-08-20 19:38:50,Hyderabad
TXN202600124,ACC1023,4600.3,CREDIT,2026-08-20 19:39:20,Bangalore
TXN202600125,ACC1041,17133.39,TRANSFER,2026-08-20 19:39:50,Bangalore
TXN202600126,ACC1024,10220.12,TRANSFER,2026-08-20 19:40:20,Bangalore
TXN202600127,ACC1046,21217.53,CREDIT,2026-08-20 19:40:50,Delhi
TXN202600128,ACC1013,21089.59,TRANSFER,2026-08-20 19:41:20,Delhi
TXN202600129,ACC1009,2052.2,TRANSFER,2026-08-20 19:41:50,Mumbai
TXN202600130,ACC1045,43911.43,CREDIT,2026-08-20 19:42:20,Chennai
TXN202600131,ACC1033,30189.86,CREDIT,2026-08-20 19:42:50,Hyderabad
TXN202600132,ACC1049,26294.36,TRANSFER,2026-08-20 19:43:20,Chennai
TXN202600133,ACC1019,45953.79,DEBIT,2026-08-20 19:43:50,Hyderabad
TXN202600134,ACC1027,4222.45,CREDIT,2026-08-20 19:44:20,Chennai
TXN202600135,ACC1025,25877.69,DEBIT,2026-08-20 19:44:50,Mumbai
TXN202600136,ACC1006,8413.32,TRANSFER,2026-08-20 19:45:20,Delhi
TXN202600137,ACC1016,11889.02,CREDIT,2026-08-20 19:45:50,Chennai
TXN202600138,ACC1008,27479.08,DEBIT,2026-08-20 19:46:20,Hyderabad
TXN202600139,ACC1025,23686.26,CREDIT,2026-08-20 19:46:50,Chennai
TXN202600140,ACC1009,36707.14,CREDIT,2026-08-20 19:47:20,Bangalore
TXN202600141,ACC1045,2547.17,TRANSFER,2026-08-20 19:47:50,Delhi
TXN202600142,ACC1033,44654.29,DEBIT,2026-08-20 19:48:20,Mumbai
TXN202600143,ACC1012,40699.89,CREDIT,2026-08-20 19:48:50,Bangalore
TXN202600144,ACC1016,11001.7,TRANSFER,2026-08-20 19:49:20,Bangalore
TXN202600145,ACC1044,33836.34,TRANSFER,2026-08-20 19:49:50,Mumbai
TXN202600146,ACC1036,34338.97,CREDIT,2026-08-20 19:50:20,Hyderabad
TXN202600147,ACC1037,32092.3,TRANSFER,2026-08-20 19:50:50,Hyderabad
TXN202600148,ACC1015,34880.73,DEBIT,2026-08-20 19:51:20,Chennai
TXN202600149,ACC1023,49969.29,CREDIT,2026-08-20 19:51:50,Mumbai
TXN202600150,ACC1028,27566.37,DEBIT,2026-08-20 19:52:20,Mumbai
TXN202600151,ACC1023,43905.81,CREDIT,2026-08-20 19:52:50,Chennai
TXN202600152,ACC1027,17112.9,TRANSFER,2026-08-20 19:53:20,Delhi
TXN202600153,ACC1032,19740.64,DEBIT,2026-08-20 19:53:50,Mumbai
TXN202600154,ACC1023,40766.78,DEBIT,2026-08-20 19:54:20,Hyderabad
TXN202600155,ACC1018,5134.43,TRANSFER,2026-08-20 19:54:50,Bangalore
TXN202600156,ACC1032,36640.7,CREDIT,2026-08-20 19:55:20,Chennai
TXN202600157,ACC1022,20999.37,TRANSFER,2026-08-20 19:55:50,Hyderabad
TXN202600158,ACC1034,15236.03,DEBIT,2026-08-20 19:56:20,Bangalore
TXN202600159,ACC1024,3054.44,CREDIT,2026-08-20 19:56:50,Delhi
TXN202600160,ACC1039,19508.57,DEBIT,2026-08-20 19:57:20,Bangalore
TXN202600161,ACC1005,3712.49,CREDIT,2026-08-20 19:57:50,Delhi
TXN202600162,ACC1012,21227.43,DEBIT,2026-08-20 19:58:20,Bangalore
TXN202600163,ACC1033,38904.69,DEBIT,2026-08-20 19:58:50,Bangalore
TXN202600164,ACC1026,2109.62,TRANSFER,2026-08-20 19:59:20,Hyderabad
TXN202600165,ACC1018,41597.56,DEBIT,2026-08-20 19:59:50,Hyderabad
TXN202600166,ACC1028,42531.14,TRANSFER,2026-08-20 20:00:20,Mumbai
TXN202600167,ACC1034,6815.24,CREDIT,2026-08-20 20:00:50,Chennai
TXN202600168,ACC1024,30255.23,TRANSFER,2026-08-20 20:01:20,Mumbai
TXN202600169,ACC1006,26938.44,TRANSFER,2026-08-20 20:01:50,Mumbai
TXN202600170,ACC1027,49577.38,CREDIT,2026-08-20 20:02:20,Bangalore
TXN202600171,ACC1044,36032.42,TRANSFER,2026-08-20 20:02:50,Chennai
TXN202600172,ACC1020,23274.02,DEBIT,2026-08-20 20:03:20,Bangalore
TXN202600173,ACC1016,5062.1,CREDIT,2026-08-20 20:03:50,Bangalore
TXN202600174,ACC1002,21739.95,TRANSFER,2026-08-20 20:04:20,Mumbai
TXN202600175,ACC1001,19228.38,CREDIT,2026-08-20 20:04:50,Delhi
TXN202600176,ACC1031,32154.17,DEBIT,2026-08-20 20:05:20,Hyderabad
TXN202600177,ACC1008,35746.75,CREDIT,2026-08-20 20:05:50,Chennai
TXN202600178,ACC1032,30520.13,CREDIT,2026-08-20 20:06:20,Bangalore
TXN202600179,ACC1001,5779.7,CREDIT,2026-08-20 20:06:50,Delhi
TXN202600180,ACC1050,23563.28,CREDIT,2026-08-20 20:07:20,Bangalore
TXN202600181,ACC1000,45867.9,CREDIT,2026-08-20 20:07:50,Chennai
TXN202600182,ACC1024,6426.23,CREDIT,2026-08-20 20:08:20,Hyderabad
TXN202600183,ACC1027,28856.58,TRANSFER,2026-08-20 20:08:50,Mumbai
TXN202600184,ACC1040,37165.23,CREDIT,2026-08-20 20:09:20,Bangalore
TXN202600185,ACC1008,40038.55,TRANSFER,2026-08-20 20:09:50,Hyderabad
TXN202600186,ACC1029,30973.56,TRANSFER,2026-08-20 20:10:20,Mumbai
TXN202600187,ACC1015,11173.47,TRANSFER,2026-08-20 20:10:50,Mumbai
TXN202600188,ACC1018,18252.0,CREDIT,2026-08-20 20:11:20,Mumbai
TXN202600189,ACC1000,364.38,CREDIT,2026-08-20 20:11:50,Chennai
TXN202600190,ACC1008,27635.75,CREDIT,2026-08-20 20:12:20,Delhi
TXN202600191,ACC1005,30432.04,DEBIT,2026-08-20 20:12:50,Bangalore
TXN202600192,ACC1027,9151.46,TRANSFER,2026-08-20 20:13:20,Bangalore
TXN202600193,ACC1005,34232.15,CREDIT,2026-08-20 20:13:50,Hyderabad
TXN202600194,ACC1026,49825.97,CREDIT,2026-08-20 20:14:20,Mumbai
TXN202600195,ACC1026,34775.71,CREDIT,2026-08-20 20:14:50,Bangalore
TXN202600196,ACC1041,1781.86,DEBIT,2026-08-20 20:15:20,Chennai
TXN202600197,ACC1009,35311.52,DEBIT,2026-08-20 20:15:50,Mumbai
TXN202600198,ACC1036,45264.72,CREDIT,2026-08-20 20:16:20,Bangalore
TXN202600199,ACC1023,8807.82,CREDIT,2026-08-20 20:16:50,Hyderabad
TXN202600200,ACC1032,32110.48,TRANSFER,2026-08-20 20:17:20,Bangalore
TXN202600201,ACC1037,1174.35,DEBIT,2026-08-20 20:17:50,Mumbai
TXN202600202,ACC1015,23422.84,DEBIT,2026-08-20 20:18:20,Chennai
TXN202600203,ACC1039,24671.16,DEBIT,2026-08-20 20:18:50,Chennai
TXN202600204,ACC1015,40771.89,DEBIT,2026-08-20 20:19:20,Bangalore
TXN202600205,ACC1004,34515.78,DEBIT,2026-08-20 20:19:50,Hyderabad
TXN202600206,ACC1042,12939.29,TRANSFER,2026-08-20 20:20:20,Chennai
TXN202600207,ACC1014,14820.2,CREDIT,2026-08-20 20:20:50,Bangalore
TXN202600208,ACC1034,36416.94,TRANSFER,2026-08-20 20:21:20,Hyderabad
TXN202600209,ACC1002,41278.88,DEBIT,2026-08-20 20:21:50,Bangalore
TXN202600210,ACC1016,3836.63,CREDIT,2026-08-20 20:22:20,Delhi
TXN202600211,ACC1021,38478.95,DEBIT,2026-08-20 20:22:50,Mumbai
TXN202600212,ACC1032,3869.81,DEBIT,2026-08-20 20:23:20,Hyderabad
TXN202600213,ACC1015,36848.0,CREDIT,2026-08-20 20:23:50,Chennai
TXN202600214,ACC1042,42901.52,DEBIT,2026-08-20 20:24:20,Hyderabad
TXN202600215,ACC1022,40111.77,DEBIT,2026-08-20 20:24:50,Mumbai
TXN202600216,ACC1032,12687.34,DEBIT,2026-08-20 20:25:20,Chennai
TXN202600217,ACC1009,5676.32,CREDIT,2026-08-20 20:25:50,Hyderabad
TXN202600218,ACC1004,8948.43,TRANSFER,2026-08-20 20:26:20,Hyderabad
TXN202600219,ACC1002,5065.99,TRANSFER,2026-08-20 20:26:50,Chennai
TXN202600220,ACC1018,38300.13,DEBIT,2026-08-20 20:27:20,Hyderabad
TXN202600221,ACC1024,6632.72,DEBIT,2026-08-20 20:27:50,Bangalore
TXN202600222,ACC1045,20081.36,DEBIT,2026-08-20 20:28:20,Bangalore
TXN202600223,ACC1007,1787.97,TRANSFER,2026-08-20 20:28:50,Delhi
TXN202600224,ACC1034,10050.78,TRANSFER,2026-08-20 20:29:20,Mumbai
TXN202600225,ACC1028,43638.5,CREDIT,2026-08-20 20:29:50,Delhi
TXN202600226,ACC1030,42151.03,TRANSFER,2026-08-20 20:30:20,Delhi
TXN202600227,ACC1045,5601.69,TRANSFER,2026-08-20 20:30:50,Bangalore
TXN202600228,ACC1007,14891.84,TRANSFER,2026-08-20 20:31:20,Chennai
TXN202600229,ACC1011,17448.36,DEBIT,2026-08-20 20:31:50,Bangalore
TXN202600230,ACC1024,49516.94,DEBIT,2026-08-20 20:32:20,Mumbai
TXN202600231,ACC1027,10871.4,DEBIT,2026-08-20 20:32:50,Bangalore
TXN202600232,ACC1031,22857.82,TRANSFER,2026-08-20 20:33:20,Hyderabad
TXN202600233,ACC1026,6129.1,DEBIT,2026-08-20 20:33:50,Hyderabad
TXN202600234,ACC1021,2371.58,CREDIT,2026-08-20 20:34:20,Bangalore
TXN202600235,ACC1049,30225.78,CREDIT,2026-08-20 20:34:50,Delhi
TXN202600236,ACC1037,29922.22,DEBIT,2026-08-20 20:35:20,Mumbai
TXN202600237,ACC1035,314.11,DEBIT,2026-08-20 20:35:50,Chennai
TXN202600238,ACC1009,15839.57,TRANSFER,2026-08-20 20:36:20,Delhi
TXN202600239,ACC1049,16280.43,TRANSFER,2026-08-20 20:36:50,Bangalore
TXN202600240,ACC1020,8225.99,DEBIT,2026-08-20 20:37:20,Mumbai
TXN202600241,ACC1019,6399.53,DEBIT,2026-08-20 20:37:50,Bangalore
TXN202600242,ACC1015,25330.86,DEBIT,2026-08-20 20:38:20,Chennai
TXN202600243,ACC1027,16925.66,TRANSFER,2026-08-20 20:38:50,Delhi
TXN202600244,ACC1004,42676.83,CREDIT,2026-08-20 20:39:20,Bangalore
TXN202600245,ACC1022,43243.32,DEBIT,2026-08-20 20:39:50,Mumbai
TXN202600246,ACC1025,15096.77,DEBIT,2026-08-20 20:40:20,Bangalore
TXN202600247,ACC1032,39476.59,DEBIT,2026-08-20 20:40:50,Hyderabad
TXN202600248,ACC1027,27869.81,CREDIT,2026-08-20 20:41:20,Hyderabad
TXN202600249,ACC1027,26558.07,DEBIT,2026-08-20 20:41:50,Mumbai
TXN202600250,ACC1035,29211.59,TRANSFER,2026-08-20 20:42:20,Bangalore
TXN202600251,ACC1007,7178.47,DEBIT,2026-08-20 20:42:50,Bangalore
TXN202600252,ACC1000,12523.62,TRANSFER,2026-08-20 20:43:20,Bangalore
TXN202600253,ACC1036,31255.44,CREDIT,2026-08-20 20:43:50,Hyderabad
TXN202600254,ACC1046,7863.68,CREDIT,2026-08-20 20:44:20,Mumbai
TXN202600255,ACC1032,40300.22,CREDIT,2026-08-20 20:44:50,Chennai
TXN202600256,ACC1015,22790.94,CREDIT,2026-08-20 20:45:20,Delhi
TXN202600257,ACC1027,2036.65,DEBIT,2026-08-20 20:45:50,Bangalore
TXN202600258,ACC1036,37184.73,CREDIT,2026-08-20 20:46:20,Delhi
TXN202600259,ACC1048,10167.9,CREDIT,2026-08-20 20:46:50,Mumbai
TXN202600260,ACC1005,8502.38,TRANSFER,2026-08-20 20:47:20,Bangalore
TXN202600261,ACC1021,48311.23,DEBIT,2026-08-20 20:47:50,Hyderabad
TXN202600262,ACC1005,42483.32,TRANSFER,2026-08-20 20:48:20,Mumbai
TXN202600263,ACC1019,13808.94,DEBIT,2026-08-20 20:48:50,Mumbai
TXN202600264,ACC1036,47042.57,DEBIT,2026-08-20 20:49:20,Delhi
TXN202600265,ACC1005,39055.85,TRANSFER,2026-08-20 20:49:50,Hyderabad
TXN202600266,ACC1017,47103.77,CREDIT,2026-08-20 20:50:20,Delhi
TXN202600267,ACC1017,13335.03,TRANSFER,2026-08-20 20:50:50,Bangalore
TXN202600268,ACC1021,16020.51,CREDIT,2026-08-20 20:51:20,Chennai
TXN202600269,ACC1036,9937.48,CREDIT,2026-08-20 20:51:50,Hyderabad
TXN202600270,ACC1029,9327.18,CREDIT,2026-08-20 20:52:20,Delhi
TXN202600271,ACC1012,42225.41,CREDIT,2026-08-20 20:52:50,Mumbai
TXN202600272,ACC1050,3813.05,CREDIT,2026-08-20 20:53:20,Mumbai
TXN202600273,ACC1042,20516.14,DEBIT,2026-08-20 20:53:50,Hyderabad
TXN202600274,ACC1037,10526.67,DEBIT,2026-08-20 20:54:20,Chennai
TXN202600275,ACC1021,45087.13,CREDIT,2026-08-20 20:54:50,Hyderabad
TXN202600276,ACC1007,49608.74,CREDIT,2026-08-20 20:55:20,Chennai
TXN202600277,ACC1044,35127.18,DEBIT,2026-08-20 20:55:50,Bangalore
TXN202600278,ACC1022,35357.49,CREDIT,2026-08-20 20:56:20,Hyderabad
TXN202600279,ACC1038,49934.09,CREDIT,2026-08-20 20:56:50,Bangalore
TXN202600280,ACC1015,10577.71,DEBIT,2026-08-20 20:57:20,Mumbai
TXN202600281,ACC1018,48188.36,CREDIT,2026-08-20 20:57:50,Hyderabad
TXN202600282,ACC1034,42953.63,CREDIT,2026-08-20 20:58:20,Chennai
TXN202600283,ACC1002,12252.11,CREDIT,2026-08-20 20:58:50,Hyderabad
TXN202600284,ACC1038,11535.86,TRANSFER,2026-08-20 20:59:20,Bangalore
TXN202600285,ACC1002,2139.88,TRANSFER,2026-08-20 20:59:50,Mumbai
TXN202600286,ACC1039,22725.83,CREDIT,2026-08-20 21:00:20,Hyderabad
TXN202600287,ACC1024,34295.33,TRANSFER,2026-08-20 21:00:50,Chennai
TXN202600288,ACC1011,42930.38,DEBIT,2026-08-20 21:01:20,Chennai
TXN202600289,ACC1032,28652.81,CREDIT,2026-08-20 21:01:50,Mumbai
TXN202600290,ACC1050,47312.2,DEBIT,2026-08-20 21:02:20,Bangalore
TXN202600291,ACC1048,29526.17,DEBIT,2026-08-20 21:02:50,Bangalore
TXN202600292,ACC1034,39177.61,CREDIT,2026-08-20 21:03:20,Bangalore
TXN202600293,ACC1028,32765.73,TRANSFER,2026-08-20 21:03:50,Delhi
TXN202600294,ACC1046,42664.55,DEBIT,2026-08-20 21:04:20,Mumbai
TXN202600295,ACC1033,21116.83,DEBIT,2026-08-20 21:04:50,Chennai
TXN202600296,ACC1036,28018.68,CREDIT,2026-08-20 21:05:20,Delhi
TXN202600297,ACC1005,25510.42,DEBIT,2026-08-20 21:05:50,Bangalore
TXN202600298,ACC1049,12056.06,CREDIT,2026-08-20 21:06:20,Delhi
TXN202600299,ACC1046,3577.93,CREDIT,2026-08-20 21:06:50,Mumbai
TXN202600300,ACC1009,856.92,TRANSFER,2026-08-20 21:07:20,Mumbai
TXN202600301,ACC1001,29802.93,DEBIT,2026-08-20 21:07:50,Mumbai
TXN202600302,ACC1004,6501.49,TRANSFER,2026-08-20 21:08:20,Mumbai
TXN202600303,ACC1036,31690.87,CREDIT,2026-08-20 21:08:50,Hyderabad
TXN202600304,ACC1033,29954.65,CREDIT,2026-08-20 21:09:20,Chennai
TXN202600305,ACC1013,42212.65,CREDIT,2026-08-20 21:09:50,Bangalore
TXN202600306,ACC1026,1726.65,TRANSFER,2026-08-20 21:10:20,Mumbai
TXN202600307,ACC1000,36810.4,DEBIT,2026-08-20 21:10:50,Mumbai
TXN202600308,ACC1026,11110.24,TRANSFER,2026-08-20 21:11:20,Mumbai
TXN202600309,ACC1025,19721.82,DEBIT,2026-08-20 21:11:50,Bangalore
TXN202600310,ACC1041,22706.05,TRANSFER,2026-08-20 21:12:20,Bangalore
TXN202600311,ACC1003,18271.61,CREDIT,2026-08-20 21:12:50,Mumbai
TXN202600312,ACC1050,1584.0,TRANSFER,2026-08-20 21:13:20,Mumbai
TXN202600313,ACC1001,35489.89,TRANSFER,2026-08-20 21:13:50,Hyderabad
TXN202600314,ACC1027,3351.11,DEBIT,2026-08-20 21:14:20,Delhi
TXN202600315,ACC1040,40020.67,DEBIT,2026-08-20 21:14:50,Mumbai
TXN202600316,ACC1044,28200.09,CREDIT,2026-08-20 21:15:20,Bangalore
TXN202600317,ACC1048,47982.79,CREDIT,2026-08-20 21:15:50,Mumbai
TXN202600318,ACC1017,49830.73,CREDIT,2026-08-20 21:16:20,Mumbai
TXN202600319,ACC1021,37365.99,DEBIT,2026-08-20 21:16:50,Chennai
TXN202600320,ACC1026,24498.99,CREDIT,2026-08-20 21:17:20,Bangalore
TXN202600321,ACC1025,49055.29,CREDIT,2026-08-20 21:17:50,Bangalore
TXN202600322,ACC1048,21218.53,TRANSFER,2026-08-20 21:18:20,Bangalore
TXN202600323,ACC1036,45746.59,DEBIT,2026-08-20 21:18:50,Hyderabad
